route,method,action,middleware,public,auth_mode,expected,actual_status,result,evidence
api/budget/overview,GET,App\Modules\FinancePayroll\Http\Controllers\BudgetController@overview,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/budget/overview -> 200 {""total_allocated"":295000,""total_spent"":222700,""remaining"":72300,""utilization_percent"":75.5,""reserve"
api/budget/overview,GET,App\Modules\FinancePayroll\Http\Controllers\BudgetController@overview,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/budget/overview -> 200 {""total_allocated"":295000,""total_spent"":222700,""remaining"":72300,""utilization_percent"":75.5,""reserve"
api/campaigns,GET,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/campaigns -> 401 {""message"":""Unauthenticated.""}"
api/campaigns,GET,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/campaigns -> 401 {""message"":""Unauthenticated.""}"
api/campaigns,GET,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,GET /api/campaigns -> 200 []
api/campaigns,GET,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,GET /api/campaigns -> 200 []
api/campaigns,POST,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/campaigns -> 401 {""message"":""Unauthenticated.""}"
api/campaigns,POST,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/campaigns -> 401 {""message"":""Unauthenticated.""}"
api/campaigns,POST,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/campaigns -> 422 {""message"":""The name field is required. (and 3 more errors)"",""errors"":{""name"":[""The name field is re"
api/campaigns,POST,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/campaigns -> 422 {""message"":""The name field is required. (and 3 more errors)"",""errors"":{""name"":[""The name field is re"
api/campaigns/{id},PATCH,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"PATCH /api/campaigns/1a8fa77c-cc57-432c-98c7-aba36d61070c -> 401 {""message"":""Unauthenticated.""}"
api/campaigns/{id},PATCH,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"PATCH /api/campaigns/1a8fa77c-cc57-432c-98c7-aba36d61070c -> 401 {""message"":""Unauthenticated.""}"
api/campaigns/{id},PATCH,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,PATCH /api/campaigns/1a8fa77c-cc57-432c-98c7-aba36d61070c -> 200 {}
api/campaigns/{id},PATCH,App\Modules\CrmEnrollment\Http\Controllers\CampaignController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,PATCH /api/campaigns/1a8fa77c-cc57-432c-98c7-aba36d61070c -> 200 {}
api/campuses,GET,App\Modules\Iam\Http\Controllers\CampusController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/campuses -> 401 {""message"":""Unauthenticated.""}"
api/campuses,GET,App\Modules\Iam\Http\Controllers\CampusController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/campuses -> 401 {""message"":""Unauthenticated.""}"
api/campuses,GET,App\Modules\Iam\Http\Controllers\CampusController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/campuses -> 200 [{""id"":""1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f"",""organization_id"":""01863589-8f94-4527-9fbe-4feb82d6aca"
api/campuses,GET,App\Modules\Iam\Http\Controllers\CampusController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/campuses -> 200 [{""id"":""1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f"",""organization_id"":""01863589-8f94-4527-9fbe-4feb82d6aca"
api/campuses,POST,App\Modules\Iam\Http\Controllers\CampusController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/campuses -> 401 {""message"":""Unauthenticated.""}"
api/campuses,POST,App\Modules\Iam\Http\Controllers\CampusController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/campuses -> 401 {""message"":""Unauthenticated.""}"
api/campuses,POST,App\Modules\Iam\Http\Controllers\CampusController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/campuses -> 422 {""message"":""The organization id field is required. (and 2 more errors)"",""errors"":{""organization_id"":"
api/campuses,POST,App\Modules\Iam\Http\Controllers\CampusController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/campuses -> 422 {""message"":""The organization id field is required. (and 2 more errors)"",""errors"":{""organization_id"":"
api/campuses/{id},GET,App\Modules\Iam\Http\Controllers\CampusController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/campuses/1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f -> 401 {""message"":""Unauthenticated.""}"
api/campuses/{id},GET,App\Modules\Iam\Http\Controllers\CampusController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/campuses/1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f -> 401 {""message"":""Unauthenticated.""}"
api/campuses/{id},GET,App\Modules\Iam\Http\Controllers\CampusController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/campuses/1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f -> 200 {""id"":""1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f"",""organization_id"":""01863589-8f94-4527-9fbe-4feb82d6aca3"
api/campuses/{id},GET,App\Modules\Iam\Http\Controllers\CampusController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/campuses/1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f -> 200 {""id"":""1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f"",""organization_id"":""01863589-8f94-4527-9fbe-4feb82d6aca3"
api/campuses/{id},PATCH,App\Modules\Iam\Http\Controllers\CampusController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"PATCH /api/campuses/1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f -> 401 {""message"":""Unauthenticated.""}"
api/campuses/{id},PATCH,App\Modules\Iam\Http\Controllers\CampusController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"PATCH /api/campuses/1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f -> 401 {""message"":""Unauthenticated.""}"
api/campuses/{id},PATCH,App\Modules\Iam\Http\Controllers\CampusController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"PATCH /api/campuses/1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f -> 200 {""id"":""1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f"",""organization_id"":""01863589-8f94-4527-9fbe-4feb82d6aca3"
api/campuses/{id},PATCH,App\Modules\Iam\Http\Controllers\CampusController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"PATCH /api/campuses/1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f -> 200 {""id"":""1d37d95e-2f5c-49cc-835e-5f64a9ddcc7f"",""organization_id"":""01863589-8f94-4527-9fbe-4feb82d6aca3"
api/campuses/{id},DELETE,App\Modules\Iam\Http\Controllers\CampusController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"DELETE /api/campuses/f73ddfad-1e51-474e-8372-2c791225bb89 -> 401 {""message"":""Unauthenticated.""}"
api/campuses/{id},DELETE,App\Modules\Iam\Http\Controllers\CampusController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"DELETE /api/campuses/06d6fcbf-2e3b-4dd9-b84a-741eca8654b1 -> 401 {""message"":""Unauthenticated.""}"
api/campuses/{id},DELETE,App\Modules\Iam\Http\Controllers\CampusController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,404,PASS,"DELETE /api/campuses/4985737c-7b49-4990-8d61-524dac7ff82e -> 404 {
    ""message"": ""No query results for model [App\\Modules\\Iam\\Models\\Campus] 4985737c-7b49-4990-"
api/campuses/{id},DELETE,App\Modules\Iam\Http\Controllers\CampusController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,404,PASS,"DELETE /api/campuses/f0c10789-e024-4fdd-9567-f96f5a908cfe -> 404 {
    ""message"": ""No query results for model [App\\Modules\\Iam\\Models\\Campus] f0c10789-e024-4fdd-"
api/certificates,GET,App\Modules\Academic\Http\Controllers\CertificateController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/certificates -> 401 {""message"":""Unauthenticated.""}"
api/certificates,GET,App\Modules\Academic\Http\Controllers\CertificateController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/certificates -> 401 {""message"":""Unauthenticated.""}"
api/certificates,GET,App\Modules\Academic\Http\Controllers\CertificateController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/certificates -> 200 {""current_page"":1,""data"":[{""id"":""01a03cc1-aa31-7019-8962-bb5437f45aec"",""student_id"":""01a03ca9-83c7-7"
api/certificates,GET,App\Modules\Academic\Http\Controllers\CertificateController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/certificates -> 200 {""current_page"":1,""data"":[{""id"":""01a03cc1-aa31-7019-8962-bb5437f45aec"",""student_id"":""01a03ca9-83c7-7"
api/certificates/students/{studentId}/issue,POST,App\Modules\Academic\Http\Controllers\CertificateController@issue,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/certificates/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/issue -> 401 {""message"":""Unauthenticated.""}"
api/certificates/students/{studentId}/issue,POST,App\Modules\Academic\Http\Controllers\CertificateController@issue,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/certificates/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/issue -> 401 {""message"":""Unauthenticated.""}"
api/certificates/students/{studentId}/issue,POST,App\Modules\Academic\Http\Controllers\CertificateController@issue,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,201,PASS,"POST /api/certificates/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/issue -> 201 {""student_id"":""01a03ca9-83c7-71f3-82bb-86700427f2f6"",""program_id"":null,""level_id"":null,""certificate_"
api/certificates/students/{studentId}/issue,POST,App\Modules\Academic\Http\Controllers\CertificateController@issue,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,201,PASS,"POST /api/certificates/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/issue -> 201 {""student_id"":""01a03ca9-83c7-71f3-82bb-86700427f2f6"",""program_id"":null,""level_id"":null,""certificate_"
api/certificates/{id},GET,App\Modules\Academic\Http\Controllers\CertificateController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f -> 401 {""message"":""Unauthenticated.""}"
api/certificates/{id},GET,App\Modules\Academic\Http\Controllers\CertificateController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f -> 401 {""message"":""Unauthenticated.""}"
api/certificates/{id},GET,App\Modules\Academic\Http\Controllers\CertificateController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f -> 200 {""id"":""2ad94b1c-917f-42e1-aba0-d45681a19b8f"",""student_id"":""01a03ca9-83c7-71f3-82bb-86700427f2f6"",""pr"
api/certificates/{id},GET,App\Modules\Academic\Http\Controllers\CertificateController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f -> 200 {""id"":""2ad94b1c-917f-42e1-aba0-d45681a19b8f"",""student_id"":""01a03ca9-83c7-71f3-82bb-86700427f2f6"",""pr"
api/certificates/{id}/revoke,POST,App\Modules\Academic\Http\Controllers\CertificateController@revoke,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f/revoke -> 401 {""message"":""Unauthenticated.""}"
api/certificates/{id}/revoke,POST,App\Modules\Academic\Http\Controllers\CertificateController@revoke,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f/revoke -> 401 {""message"":""Unauthenticated.""}"
api/certificates/{id}/revoke,POST,App\Modules\Academic\Http\Controllers\CertificateController@revoke,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"POST /api/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f/revoke -> 200 {""message"":""Certificate revoked""}"
api/certificates/{id}/revoke,POST,App\Modules\Academic\Http\Controllers\CertificateController@revoke,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"POST /api/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f/revoke -> 200 {""message"":""Certificate revoked""}"
api/classes,GET,App\Modules\Academic\Http\Controllers\ClassController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/classes -> 401 {""message"":""Unauthenticated.""}"
api/classes,GET,App\Modules\Academic\Http\Controllers\ClassController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/classes -> 401 {""message"":""Unauthenticated.""}"
api/classes,GET,App\Modules\Academic\Http\Controllers\ClassController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/classes -> 200 [{""id"":""42857073-96d5-4963-bd13-2563ff396dc3"",""name"":""General English - Level 1"",""teacher_id"":null,"""
api/classes,GET,App\Modules\Academic\Http\Controllers\ClassController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/classes -> 200 [{""id"":""42857073-96d5-4963-bd13-2563ff396dc3"",""name"":""General English - Level 1"",""teacher_id"":null,"""
